lam      chi    loggf
3601.397 2.759 -6.621        
3601.418 2.279 -3.317      
3601.640 3.634 -3.693      
3602.083 2.882 -1.540 
3602.437 3.695 -2.849      
3602.462 2.865 -0.857     
3602.526 2.865 -0.686     
3602.548 2.940 -3.503         
3602.698 2.940 -2.472         
3602.763 2.832 -2.511         
3603.204 2.692 -0.256      
3603.567 2.433 -2.254      
3603.681 2.559 -2.011      
3603.818 3.071 -1.003     
3604.375 2.882 -1.995         
3604.697 3.301 -0.887        
3604.959 2.176 -2.917        
3605.143 3.397 -3.489         
3605.201 3.301 -0.834        
3605.453 2.727 -0.087     
3605.501 2.808 -0.343      
3605.556 3.266 -2.910         
3606.376 2.559 -2.518     
3606.533 2.424 -1.934        
3606.601 3.301 -1.027        
3606.679 2.692  0.323
3606.809 2.832 -5.139        
3607.188 3.634 -3.406      
3607.404 2.845 -9.874        
3607.457 3.430 -4.685         
3607.811 3.430 -4.305         
3608.113 3.038 -3.709         
3608.142 2.851 -0.874      
3608.172 2.990 -2.091     
3608.330 3.274 -2.789        
3608.859 1.011 -0.100  
3609.463 2.865 -3.811         
3610.159 2.808  0.176
3610.279 3.241 -1.319         
3610.695 2.875 -1.211     
3611.301 3.573 -4.831        
3611.574 3.332 -5.989         
3611.606 2.845 -7.305        
3612.069 2.832 -0.549      
3612.266 4.076 -2.827      
3612.505 3.301 -2.986        
3612.927 2.176 -3.307        
3612.939 1.557 -2.946         
3613.081 2.876 -1.503         
3613.145 2.875 -1.479     
3613.443 3.251 -1.040    
3613.445 3.267 -1.013        
3613.714 2.453 -5.046     
3613.944 3.267 -3.670         
3614.772 2.998 -1.436     
3615.002 2.399 -6.028         
3615.191 3.283 -1.470 
3615.663 1.485 -2.704      
3615.955 3.301 -2.749        
3616.108 1.557 -6.076         
3616.148 3.211 -1.380 
3616.320 2.424 -2.172     
3617.040 2.940 -4.094         
3617.100 3.047 -2.914        
3617.358 2.692 -5.896         
3617.431 3.274 -4.988        
3617.533 2.882 -3.408         
3617.786 3.017 -0.029        
3617.929 3.267 -2.315         
3617.963 2.453 -2.272      
3618.181 3.018 -3.246     
3618.299 2.832 -1.063     
3618.381 3.241 -1.201         
3618.386 2.727 -0.805     
3618.597 3.252 -2.639        
3618.617 3.266 -1.237         
3618.768 0.990 -0.003     
3618.812 2.949 -1.678     
3618.910 2.424 -4.035     
3618.958 2.223 -3.257        
3619.080 2.940 -3.173         
3619.411 2.450 -4.240         
3619.663 2.424 -2.752     
3619.769 2.404 -2.217      
3619.992 3.237 -1.540         
3619.993 2.882 -2.028         
3620.240 2.851 -1.780 
3620.466 3.252 -0.873        
3620.836 3.017 -5.606         
3620.868 3.301 -2.205         
3620.880 2.885 -2.444         
3620.972 3.017 -2.454         
3620.982 2.845 -5.388        
3621.193 3.241 -2.520         
3621.365 3.018 -5.379     
3621.461 2.727 -0.016      
3621.719 3.573 -0.723     
3622.000 2.588 -2.306     
3622.003 2.758 -0.150     
3622.067 3.301 -2.247        
3622.438 2.949 -3.059     
3622.852 2.832 -8.445        
3623.186 2.404 -0.767      
3623.430 2.949 -1.802      
3623.447 2.559 -1.604      
3623.509 2.998 -4.002         
3623.772 2.865 -1.338         
3623.812 3.283 -1.862         
3623.892 2.279 -3.861      
3624.062 3.266 -1.500 
3624.308 2.424 -1.998     
3624.419 2.940 -4.371         
3624.510 3.292 -3.577         
3624.851 3.642 -5.033     
3625.142 2.832 -0.840     
3625.349 2.858 -6.921        
3625.677 2.990 -3.360     
3626.709 3.417 -6.615         
3627.056 3.573 -1.367      
3627.342 3.038 -3.071         
3627.466 2.728 -4.914        
3627.537 2.998 -6.155         
3627.963 2.759 -4.750        
3628.092 2.198 -2.245     
3628.811 2.990 -2.206    
3629.666 3.038 -5.156         
3630.228 3.635 -1.840     
3630.271 3.252 -1.510         
3630.348 2.851 -0.842     
3630.666 2.279 -3.641      
3630.975 3.038 -5.986         
3631.097 2.832 -0.330      
3631.463 0.958 -0.036  
3632.039 3.071 -0.176     
3632.100 3.252 -2.909        
3632.139 2.998 -5.986         
3632.555 2.949 -1.030 
3632.977 2.484 -1.444     
3633.069 2.940 -1.113      
3633.143 3.368 -3.197         
3633.476 3.573 -3.254         
3633.643 3.038 -3.065         
3633.827 2.990 -1.501
3634.189 3.252 -1.668        
3634.328 2.940 -0.837     
3634.518 2.876 -2.723         
3635.042 3.884 -1.809         
3635.074 3.640 -1.787     
3635.185 3.267 -1.090     
3635.285 2.865 -2.162         
3635.293 2.990 -5.858     
3635.820 2.833 -1.525         
3636.161 2.198 -1.867     
3636.161 3.211 -1.144         
3636.224 3.546 -0.515       
3636.373 3.017 -4.077         
3636.431 3.017 -3.156         
3636.480 3.266 -2.234         
3636.499 4.076 -2.252     
3636.504 1.557 -5.983         
3636.649 3.017 -1.385     
3636.828 3.018 -5.169     
3636.850 3.301 -2.297        
3636.994 2.588 -1.456     
3637.007 3.283 -3.155         
3637.045 3.018 -2.015     
3637.067 3.642 -3.771     
3637.249 2.433 -1.795     
3637.313 3.397 -3.183         
3637.733 2.559 -2.454      
3637.867 2.940 -1.010 
3637.894 3.237 -1.414         
3638.157 2.851 -1.214         
3638.239 2.727 -2.172       
3638.296 2.758 -0.375     
3638.351 2.609 -3.937      
3640.389 2.727 -0.107      
3641.450 2.882 -2.290  
3642.501 3.283 -2.222         
3642.869 2.425 -3.996         
3643.137 3.573 -8.602        
3643.622 2.940 -0.479         
3643.715 2.608 -1.439     
3643.791 3.252 -5.685        
3643.814 1.608 -3.478         
3644.586 2.588 -2.450 
3644.795 3.241 -1.110 
3645.060 3.640 -1.683     
3645.075 2.851 -1.283     
3645.095 3.017 -2.936         
3645.475 2.865 -2.106         
3645.495 3.018 -1.912     
3645.504 2.998 -1.471         
3645.820 3.111 -0.536     
3646.096 3.301 -1.397        
3646.099 2.876 -2.266         
3647.064 3.642 -3.040     
3647.409 1.557 -3.563         
3647.424 3.071 -0.694       
3647.554 3.266 -1.798         
3647.841 3.241 -1.114         
3647.843 0.915 -0.194  
3648.222 3.882 -2.644         
3648.345 3.274 -2.780        
3649.303 0.000 -3.201     
3649.333 3.047 -1.737    
3649.402 4.143 -2.460    
3649.506 2.692 -0.150     
3649.638 3.332 -5.085         
3649.697 2.940 -2.045         
3649.932 3.301 -2.918        
3650.030 2.998 -0.500     
3650.115 3.368 -4.483         
3650.269 3.884 -1.743         
3650.279 2.433 -0.869      
3650.442 3.301 -5.261         
3650.534 3.252 -0.662        
3651.032 3.211 -2.137         
3651.097 2.851 -1.770      
3651.121 3.301 -4.641        
3651.467 2.758  0.021
3651.637 3.301 -4.498        
3651.962 3.292 -2.586         
3652.254 3.017 -3.086         
3652.413 3.267 -2.685         
3652.655 3.018 -2.106     
3653.348 2.588 -2.546      
3653.349 2.865 -1.909         
3653.581 3.332 -4.903         
3653.755 2.433 -1.798      
3654.084 2.998 -4.031         
3654.431 3.017 -1.573         
3654.507 3.301 -4.842         
3654.674 2.223 -2.850 
3654.832 3.018 -4.554     
3654.837 2.728 -5.619         
3655.353 2.424 -2.842      
3655.465 2.831 -0.927     
3655.939 4.143 -3.815     
3656.210 3.274 -1.228        
3656.336 4.143 -3.972    
3656.349 2.876 -2.448         
3656.791 3.071 -3.404         
3657.133 2.424 -1.913     
3657.898 3.038 -1.343     
3658.020 3.018 -1.993    
3658.546 2.559 -2.500 
3658.714 3.368 -4.679         
3659.266 3.417 -4.019         
3659.517 2.453 -0.943     
3660.045 2.832 -5.226        
3660.325 2.865 -2.727         
3660.403 2.609 -2.964      
3660.714 2.759 -4.388        
3661.252 3.695 -2.628       
3661.363 2.453 -2.450 
3662.170 4.076 -2.542     
3662.734 3.017 -3.237         
3662.899 2.949 -0.997     
3663.137 3.018 -2.304     
3663.262 2.990 -1.523     
3663.443 2.588 -3.317 
3663.451 2.559 -1.701     
3663.482 3.397 -4.285         
3663.961 2.949 -2.368      
3664.200 3.017 -3.743         
3664.537 2.998 -1.071     
3664.603 3.018 -6.284     
3664.691 2.998 -1.906     
3666.240 2.433 -5.788    
3666.242 2.940 -1.154     
3666.286 3.301 -1.355        
3666.574 2.609 -3.072      
3666.807 3.301 -1.238        
3666.845 3.038 -4.848         
3666.940 1.608 -3.240  
3666.978 2.990 -6.780     
3667.253 3.211 -0.710 
3667.418 3.267 -0.779        
3667.993 3.211 -0.886         
3667.994 2.990 -1.714      
3668.211 3.241 -1.260 
3668.529 3.047 -2.930         
3668.561 2.609 -4.785 
3668.656 3.332 -4.096         
3668.892 2.588 -2.470 
3669.007 3.038 -4.029         
3669.152 2.990 -0.980 
3669.521 2.727 -0.481     
3669.680 2.990 -4.924     
3670.024 2.845 -1.061     
3670.088 2.949 -0.700   
3670.224 1.608 -6.979         
3670.304 3.368 -4.833         
3670.638 3.267 -2.365         
3670.807 2.484 -1.952    
3670.964 2.949 -3.744      
3670.970 3.038 -5.224         
3671.511 3.266 -2.421         
3671.517 2.453 -3.263    
3671.593 3.301 -1.859        
3671.645 2.728 -3.997        
3671.688 2.758 -2.038       
3672.116 3.301 -1.409        
3672.604 3.642 -2.264     
3672.707 2.453 -2.111      
3673.128 3.397 -6.001         
3673.517 3.301 -2.062        
3673.623 3.430 -5.121         
3673.682 3.882 -1.954         
3673.725 3.368 -6.361         
3674.040 3.301 -1.841        
3674.592 3.266 -3.116         
3674.640 2.845 -5.646        
3674.764 2.831 -1.318     
3675.443 2.609 -2.576      
3675.682 3.038 -2.657         
3675.758 3.884 -2.298         
3676.311 2.559 -0.986   
3676.355 2.559 -2.869      
3676.508 3.332 -5.741         
3676.790 3.634 -5.933     
3676.872 2.998 -1.640 
3677.046 3.417 -8.140         
3677.306 3.546 -0.490     
3677.345 2.990 -3.706     
3677.481 2.279 -5.859      
3677.503 3.301 -1.620        
3677.628 2.758 -0.210     
3678.860 2.424 -1.332     
3678.968 3.071 -3.117         
3678.997 2.279 -2.357      
3679.108 3.071 -2.711         
3679.346 2.559 -3.018      
3679.456 2.832 -5.323        
3679.533 2.998 -3.634         
3679.548 3.071 -4.694         
3679.913 0.000 -1.599  
3680.667 3.211 -0.995         
3680.739 3.397 -2.724         
3681.644 2.998 -1.515     
3681.874 3.695 -1.059      
3682.144 2.940 -0.155         
3682.168 2.998 -0.976     
3682.244 3.546  0.240
3683.055 0.052 -2.570     
3683.612 3.301 -0.817         
3683.630 2.484 -3.887     
3683.764 3.929 -1.496         
3684.108 2.727 -0.374     
3684.138 3.301 -0.878     
3684.562 3.252 -1.851        
3685.495 3.301 -4.229        
3685.661 2.609 -3.007 
3685.997 2.940 -0.126      
3686.258 2.424 -1.620 
3686.626 3.047 -3.422         
3687.097 2.176 -1.756     
3687.169 2.998 -3.813         
3687.457 0.859 -0.833  
3687.646 3.301 -1.744        
3687.658 2.727 -0.868     
3688.173 3.301 -2.497        
3688.461 3.251 -0.900    
3688.869 2.858 -5.298        
3688.880 2.453 -2.140  
3689.000 3.368 -2.185         
3689.010 2.433 -2.130    
3689.369 3.038 -1.427     
3689.458 2.940 -0.168     
3689.477 2.845 -1.776         
3689.483 3.397 -4.958         
3689.695 3.301 -1.969         
3689.900 3.047 -1.500  
3690.062 2.588 -6.357 
3690.443 3.283 -2.995         
3690.455 3.111 -1.127       
3690.727 3.573 -0.173        
3690.949 3.573 -3.775        
3691.174 2.609 -2.803      
3691.237 1.608 -7.236         
3691.543 3.430 -6.260         
3693.027 3.018 -1.471     
3693.029 3.368 -5.709         
3693.122 3.634 -2.263      
3693.775 1.557 -3.567         
3694.006 3.038  0.078
3694.207 2.845 -7.913        
3694.454 3.038 -3.161         
3695.008 3.071 -2.763         
3695.052 2.588 -4.275      
3695.052 3.047 -0.370
3695.069 3.071 -2.576         
3695.396 4.076 -1.140      
3695.515 2.559 -2.637     
3695.518 3.417 -5.321         
3695.605 3.642 -2.678     
3695.770 3.252 -2.814        
3696.033 2.424 -3.165      
3696.567 3.047 -5.575         
3696.804 3.018 -2.757     
3696.988 4.186 -2.595    
3697.425 2.998 -0.555     
3697.534 3.301 -2.070        
3698.025 2.198 -2.741        
3698.064 3.301 -2.745        
3698.158 3.038 -1.691         
3698.603 3.017 -1.260 
3699.013 3.018 -3.214     
3699.139 3.017 -1.190 
3699.402 3.929 -3.149         
3699.550 3.018 -6.785     
3699.779 3.634 -4.299      
3699.866 3.241 -5.652         
3699.950 3.943 -2.177         
3700.045 3.111 -2.253         
3700.606 3.241 -2.105         
3700.969 2.832 -3.378         
3701.086 2.998  0.070
3701.269 3.397 -4.782         
3702.029 2.845 -1.140 
3702.473 1.608 -4.281         
3702.492 2.176 -2.226     
3702.690 3.332 -3.965         
3703.430 3.368 -2.083         
3703.548 2.758 -1.258     
3703.588 2.759 -1.871         
3703.691 2.940 -0.846      
3703.821 2.858 -1.201     
3704.014 3.071 -1.800 
3704.349 3.237 -2.632         
3704.461 2.692 -0.580     
3704.748 3.397 -4.828         
3704.793 3.695 -2.755      
3705.009 3.301 -2.567        
3705.259 3.397 -2.045         
3705.548 3.237 -2.358         
3705.566 0.052 -1.334  
3705.699 3.267 -4.247        
3705.712 2.759 -3.116        
3707.041 2.998 -0.467         
3707.044 2.998 -0.171         
3707.191 2.832 -4.819        
3707.306 3.332 -2.009         
3707.341 3.018 -3.848     
3707.457 2.559 -1.742      
3707.564 3.882 -0.520         
3707.670 3.237 -2.718         
3707.822 0.087 -2.407     
3707.920 2.176 -0.466     
3708.180 2.588 -2.799      
3708.295 3.301 -2.122         
3708.432 3.368 -4.386         
3708.445 2.990 -3.030     
3708.592 2.453 -4.130    
3708.602 2.588 -2.078     
3709.025 3.038 -4.644         
3709.238 4.143 -2.041     
3709.246 0.915 -0.646  
3709.534 2.990 -1.052      
3709.665 2.559 -1.720        
3710.161 3.430 -5.663         
3711.223 2.588 -1.172     
3711.298 2.198 -2.553        
3711.408 3.071 -0.879     
3711.918 2.453 -4.605    
3712.074 3.417 -2.979         
3712.605 2.609 -5.073 
3712.786 3.332 -3.963         
3715.727 3.943 -2.656         
3715.912 2.279 -1.569  
3716.442 2.940 -0.296     
3716.455 3.368 -2.778         
3716.483 2.223 -3.246        
3716.713 2.990 -3.832      
3717.186 3.332 -2.238         
3717.837 3.417 -2.125         
3718.149 3.960 -2.305         
3718.407 2.758 -1.125     
3719.935 0.000 -0.431   
3720.736 3.274 -5.292        
3721.184 3.017 -1.680         
3721.272 2.176 -1.789     
3721.273 3.332 -2.163         
3721.393 2.484 -1.378     
3721.503 3.038 -0.696     
3721.559 3.397 -2.248         
3721.600 3.018 -1.219     
3722.024 2.758 -1.898     
3722.229 3.071 -2.149         
3722.237 2.424 -3.515      
3722.563 0.087 -1.287  
3722.750 3.111 -4.938         
3724.004 3.417 -4.552         
3724.377 2.279 -0.970
3724.380 3.397 -2.113         
3725.491 3.047 -1.540 
3725.643 2.223 -2.725        
3726.062 2.949 -5.108     
3726.583 3.417 -2.948         
3726.896 2.198 -2.113     
3726.927 3.038 -0.322     
3727.018 3.274 -4.482        
3727.092 2.940 -0.603     
3727.390 3.266 -3.549         
3727.526 3.417 -1.736         
3727.619 0.958 -0.631  
3727.674 2.588 -1.494     
3727.809 2.998 -0.701     
3728.043 3.417 -1.873         
3728.668 2.559 -1.613     
3729.335 3.047 -3.003         
3730.316 3.415 -4.501        
3730.386 3.047 -0.651      
3730.460 2.998 -1.236     
3730.946 2.608 -1.291     
3731.150 3.695 -1.755      
3731.248 3.237 -3.113         
3731.374 2.608 -1.453  
3731.583 3.047 -2.654         
3732.051 3.038 -4.747         
3732.129 3.047 -3.813         
3732.396 2.198 -0.552     
3732.658 3.430 -2.874         
3733.191 2.559 -2.147       
3733.318 0.110 -1.391     
3734.864 0.859  0.317
3734.959 3.397 -1.686         
3735.324 2.940 -0.294     
3735.705 2.424 -3.926      
3735.950 4.143 -1.217     
3737.131 0.052 -0.574  
3737.854 2.404 -4.936      
3738.305 3.267 -0.028      
3738.501 3.640 -1.269    
3738.952 3.018 -3.205     
3739.116 2.223 -2.326     
3739.176 3.111 -2.677         
3739.314 2.176 -2.320 
3739.523 3.301 -0.798        
3739.527 3.267 -3.097         
3740.047 3.397 -4.654         
3740.058 3.047 -3.272         
3740.065 3.301 -2.757        
3740.240 3.251 -0.580     
3740.324 3.415 -2.708        
3740.609 3.642 -4.135    
3741.473 3.430 -1.863         
3741.688 3.267 -4.433         
3742.073 2.588 -3.748      
3742.141 3.943 -0.962         
3742.558 3.038 -2.197         
3742.617 2.940 -0.894     
3742.945 3.430 -1.903         
3743.211 3.368 -2.296         
3743.362 0.990 -0.785  
3743.468 3.573  0.145
3743.698 3.695 -7.249      
3743.776 2.727 -2.173     
3744.082 3.301 -4.512        
3744.103 3.038 -0.699     
3744.545 3.417 -3.302         
3745.471 3.252 -0.484        
3745.547 3.984 -3.265         
3745.561 0.087 -0.771  
3745.899 0.121 -1.335  
3746.475 2.198 -2.415     
3746.864 3.415 -3.031        
3746.927 2.998 -0.464     
3746.997 2.998 -0.492         
3748.175 3.397 -3.354         
3748.207 3.397 -1.424         
3748.262 0.110 -1.016  
3748.491 3.573 -1.559         
3748.906 2.692 -2.100         
3748.965 2.940 -0.465      
3749.288 3.368 -1.893         
3749.485 0.915  0.161
3750.682 2.609 -2.741      
3751.065 3.884 -2.670         
3751.068 3.301 -1.900        
3751.082 2.198 -2.887        
3751.821 2.692 -2.045     
3752.411 3.038 -3.433         
3752.414 3.038 -1.004         
3753.138 2.404 -2.505      
3753.529 3.368 -4.989         
3753.611 2.176 -0.890     
3754.500 2.998 -1.337     
3754.653 3.573 -3.349        
3754.894 3.695 -3.433      
3756.068 2.176 -2.119     
3756.937 3.573 -0.250   
3757.455 3.301 -1.280     
3757.965 3.267 -2.501        
3758.027 3.368 -1.577         
3758.111 3.417 -1.744         
3758.233 0.958 -0.027  
3758.407 4.186 -1.472     
3759.065 2.832 -4.040         
3759.155 3.634 -0.974        
3759.580 3.430 -1.442         
3760.050 2.404 -0.847   
3760.532 2.223 -1.234     
3760.631 3.695 -4.201       
3761.061 3.368 -2.700         
3761.409 2.588 -1.702     
3761.716 3.984 -1.565         
3762.154 3.417 -3.046         
3762.204 3.368 -1.180  
3762.292 3.397 -2.773         
3762.685 3.415 -5.136        
3763.226 3.017 -4.676        
3763.565 2.484 -2.657      
3763.651 3.018 -6.586    
3763.789 0.990 -0.238  
3764.209 2.198 -1.357        
3765.539 3.237  0.482
3765.700 3.267 -1.258      
3766.089 2.588 -2.140    
3766.294 3.252 -2.944         
3766.659 3.038 -1.315     
3767.192 1.011 -0.389  
3767.718 3.642 -3.537    
3768.027 2.223 -1.639     
3769.725 2.949 -6.875    
3769.792 3.332 -1.659         
3769.987 2.998 -1.349         
3770.150 2.609 -3.391      
3770.302 2.692 -1.513      
3770.405 2.433 -2.298      
3771.115 3.274 -3.313        
3771.155 2.990 -9.521    
3771.492 3.237 -1.850  
3771.492 3.417 -1.701         
3771.560 3.882 -3.357         
3772.232 3.047 -2.459         
3772.583 3.415 -2.507        
3773.203 2.990 -4.601     
3773.359 3.047 -2.170  
3773.692 3.038 -1.327     
3773.748 3.884 -2.396         
3774.463 2.845 -3.533         
3774.824 2.223 -1.447     
3775.586 3.332 -2.778         
3775.854 2.727 -2.296     
3776.455 2.176 -1.493     
3777.067 2.990 -1.850     
3777.331 3.430 -1.653         
3777.450 2.559 -1.782  
3778.315 2.831 -1.848     
3778.509 3.251 -0.902     
3778.618 3.301 -3.125         
3778.697 2.198 -2.012     
3779.202 2.759 -3.766         
3779.416 2.559 -1.994     
3779.454 3.274 -1.171     
3779.508 2.223 -2.262     
3780.787 3.047 -2.956         
3781.186 2.198 -1.940     
3781.606 3.397 -2.439         
3781.902 3.635 -2.582     
3781.940 3.640 -1.260 
3782.449 2.998 -1.752     
3782.610 3.071 -1.860 
3784.100 3.642 -3.643    
3784.269 3.267 -4.381         
3785.013 2.424 -3.678      
3785.706 3.237 -1.375      
3785.778 3.332 -3.007         
3785.785 3.417 -1.458         
3785.948 2.433 -0.937      
3786.149 2.831 -1.318     
3786.187 2.831 -0.900 
3786.500 2.949 -8.052    
3786.677 1.011 -2.225  
3786.744 3.430 -2.571         
3787.163 3.640 -0.960  
3787.880 1.011 -0.859  
3788.410 2.832 -2.636        
3789.176 2.727 -1.291      
3789.305 2.279 -4.015     
3789.326 3.642 -3.984     
3789.575 2.609 -2.746     
3789.819 3.368 -1.230 
3790.093 0.990 -1.761  
3790.238 2.559 -3.066     
3790.496 3.397 -1.677         
3790.655 3.038 -1.545     
3790.740 2.484 -3.847      
3790.754 2.176 -1.837     
3791.506 2.559 -1.976      
3791.742 3.417 -1.390 
3792.154 2.727 -1.427     
3792.827 2.223 -2.496     
3793.284 3.038 -1.604
3793.355 3.038 -1.842         
3793.481 2.998 -1.122
3793.583 3.397 -1.359         
3793.872 2.845 -1.401     
3794.154 2.453 -6.148     
3794.340 2.453 -1.006      
3795.002 0.990 -0.761  
3796.013 2.404 -2.552      
3797.445 3.301 -3.749        
3797.515 3.237  0.109
3797.949 2.588 -1.994     
3797.956 3.603 -6.268         
3798.511 0.915 -1.114   
3799.151 2.990 -6.495    
3799.548 0.958 -0.846  
3801.154 3.430 -3.154         
3801.362 3.695 -1.988     
3801.679 2.831 -1.022     
3801.812 2.845 -1.568         
3801.984 3.332 -1.010  
3802.008 2.998 -1.738         
3802.272 3.017 -7.197        
3802.279 3.301 -1.214     
3802.407 3.017 -6.638        
3802.706 3.018 -7.274    
3802.969 3.929 -2.381         
3803.243 2.279 -2.518     
3804.009 3.332 -1.040 
3804.610 3.274 -2.609        
3804.789 3.018 -2.402     
3805.342 3.417 -1.485         
3805.343 3.301  0.312
3805.750 2.949 -4.709     
3806.217 3.415 -0.820  
3806.696 3.267  0.017
3806.762 2.588 -3.249     
3807.156 3.430 -2.035         
3807.537 2.223 -0.992     
3808.281 3.017 -1.937     
3808.717 3.018 -3.349     
3808.729 2.559 -1.159  
3809.040 2.858 -1.990 
3809.564 2.998 -1.553     
3810.756 3.301 -0.897     
3810.906 2.609 -4.599     
3811.035 2.727 -2.307      
3811.057 2.588 -4.364      
3811.803 3.368 -1.445         
3811.891 2.758 -1.415     
3812.802 3.017 -4.852        
3812.965 0.958 -1.047     
3813.058 2.588 -1.074     
3813.070 2.404 -4.116      
3813.238 3.018 -6.521    
3813.635 2.692 -1.391     
3813.885 3.634 -0.799      
3813.933 2.433 -2.243     
3814.523 1.011 -2.389  
3814.779 3.415 -1.330        
3815.840 1.485  0.237
3816.340 2.198 -1.196     
3816.919 3.038 -2.039         
3817.470 3.417 -3.060         
3817.640 3.332 -0.700  
3817.984 2.990 -5.605    
3819.098 3.634 -2.838     
3819.493 3.396 -1.300 
3819.626 2.279 -3.007     
3820.222 3.943 -3.339         
3820.425 0.859  0.119
3821.178 3.267  0.198
3821.834 2.608 -1.097     
3822.838 3.397 -1.441         
3824.074 2.588 -2.911     
3824.306 3.301 -0.124         
3824.444 0.000 -1.362  
3824.727 2.609 -5.233     
3825.403 2.279 -2.149     
3825.881 0.915 -0.037  
3826.059 3.071 -5.581        
3826.630 2.453 -2.061     
3826.841 2.727 -1.454     
3827.572 2.692 -1.424      
3827.823 1.557  0.062
3827.865 3.634 -1.625     
3828.148 3.368 -1.388         
3828.504 2.758 -2.196     
3829.130 3.695 -1.190      
3829.362 3.695 -2.266     
3829.452 3.274 -1.060     
3829.581 2.433 -3.255      
3829.694 3.038 -2.978         
3829.764 2.559 -1.990 
3830.734 3.017 -5.682        
3830.757 2.608 -1.942     
3830.862 2.692 -1.674     
3831.174 3.018 -6.322    
3833.213 3.267 -1.881         
3833.308 2.559 -1.032  
3834.123 3.642 -4.469    
3834.222 0.958 -0.302  
3834.454 3.252 -1.775         
3834.943 3.603 -7.133         
3835.192 2.990 -5.624    
3836.330 3.301 -0.440     
3836.916 2.759 -2.633         
3837.135 2.608 -1.778     
3837.136 3.047 -6.553        
3838.426 2.453 -2.889     
3839.256 3.047 -0.330     
3839.627 3.960 -0.360         
3840.193 2.279 -3.965      
3840.438 0.990 -0.506  
3841.005 3.038 -2.359         
3841.048 1.608 -0.045     
3842.896 2.588 -2.013     
3842.989 2.588 -2.363     
3843.257 3.047 -0.241     
3843.718 3.417 -2.430         
3845.034 2.279 -4.223     
3845.169 2.424 -1.394     
3845.212 3.397 -1.632         
3845.695 3.546 -1.039     
3845.985 3.368 -1.180 
3845.985 3.686 -5.916         
3846.285 3.695 -1.911     
3846.409 3.573 -0.475     
3846.629 2.759 -2.149         
3846.799 3.368 -1.101         
3846.800 3.251 -0.016     
3846.934 2.433 -2.003      
3847.095 3.417 -3.325         
3847.212 3.301 -2.280         
3848.289 2.608 -2.180 
3848.835 2.949 -7.455     
3850.327 3.018 -6.287    
3850.818 0.990 -1.734  
3852.573 2.176 -1.185     
3853.457 2.949 -1.960 
3854.273 2.453 -3.343      
3854.367 3.211 -1.102     
3854.943 2.990 -5.859     
3855.314 2.728 -4.167         
3855.848 3.241 -1.249         
3856.372 0.052 -1.286  
3857.823 2.759 -2.498   
3858.452 3.654 -6.433         
3858.474 3.241 -1.743         
3858.827 2.279 -3.295     
3858.858 3.654 -4.462         
3859.213 2.404 -0.949
3859.562 3.430 -3.596         
3859.911 0.000 -0.760
3860.741 3.368 -2.301         
3861.039 2.176 -6.484        
3861.336 3.274 -1.147         
3861.346 2.692 -1.653         
3861.592 3.301 -1.277         
3861.750 3.071 -8.319        
3863.691 3.266 -1.532     
3863.741 2.692 -1.416        
3863.863 2.759 -3.473         
3864.301 3.211 -2.006         
3864.310 2.588 -3.117     
3865.456 2.609 -3.200      
3865.523 1.011 -0.982  
3866.124 3.047 -5.851        
3866.566 3.071 -7.121        
3866.989 2.588 -3.681      
3867.216 3.017 -0.451     
3867.447 2.609 -5.689     
3867.665 3.018 -3.149     
3867.829 3.018 -6.417    
3867.921 2.588 -1.846     
3868.018 4.178 -2.661        
3868.234 2.949 -3.411     
3869.558 2.727 -1.406      
3869.608 2.727 -1.811     
3871.365 3.603 -6.127         
3871.748 2.949 -0.841      
3872.251 2.865 -9.767         
3872.342 3.017 -4.688        
3872.501 0.990 -0.928  
3872.921 2.727 -1.746     
3873.761 2.433 -0.876     
3874.054 2.279 -2.615      
3876.040 1.011 -2.862         
3876.670 2.279 -2.808     
3877.315 3.071 -5.018        
3878.018 0.958 -0.914  
3878.185 3.283 -1.750         
3878.511 2.176 -4.968         
3878.573 0.087 -1.379     
3878.613 2.949 -7.054    
3878.671 2.453 -0.955     
3878.726 3.274 -0.442       
3880.014 3.397 -3.684         
3880.827 3.397 -5.471         
3881.974 3.547 -1.290        
3883.280 3.251 -0.604    
3884.181 3.547 -2.575        
3884.359 2.692 -1.090     
3884.523 2.876 -8.842         
3884.664 3.283 -1.610         
3885.077 3.415 -3.710        
3885.146 2.990 -1.878     
3885.511 2.424 -1.085     
3885.629 3.047 -6.772        
3885.718 4.294 -3.666      
3885.750 3.266 -1.231         
3885.925 3.695 -2.127      
3886.282 0.052 -1.076  
3886.951 3.252 -4.883         
3887.048 0.915 -1.144  
3887.352 2.759 -6.531   
3888.417 3.266 -1.548         
3888.514 1.608 -0.548     
3888.822 3.017 -0.877     
3889.040 2.609 -4.066     
3889.267 2.692 -3.138         
3889.322 3.274 -3.152         
3889.326 3.211 -2.919         
3889.919 3.266 -2.384         
3890.396 3.241 -1.576     
3890.840 2.727 -1.313     
3891.753 2.609 -3.705      
3891.926 3.415 -0.734     
3892.003 2.990 -7.685    
3892.439 2.882 -8.526         
3892.891 2.759 -2.703         
3892.981 3.266 -1.366         
3893.309 2.831 -1.511     
3893.390 2.949 -0.602      
3893.912 2.433 -1.865      
3894.012 3.301 -0.932     
3894.076 3.017 -4.834        
3894.480 3.211 -2.687         
3894.532 3.018 -8.621    
3895.033 3.547 -6.265        
